,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
19627,tt4188192,The Ecstasy of Wilko Johnson,The Ecstasy of Wilko Johnson,2015,92.0,Documentary,7.7,242.0,"[10402, 99]",324317,en,The Ecstasy of Wilko Johnson,0.6,2015-03-17,7.3,4, , , 
19628,tt4188202,Prophet's Prey,Prophet's Prey,2015,90.0,"Biography,Documentary,History",7.3,1273.0,"[80, 99]",319079,en,Prophet's Prey,2.033,2015-10-10,7.2,22, , , 
19629,tt4188338,Something Better to Come,Something Better to Come,2014,98.0,"Biography,Documentary",7.7,453.0,[99],322142,en,Something Better to Come,0.6890000000000001,2015-05-22,7.0,3, , , 
19630,tt4188436,Dixieland,Dixieland,2015,92.0,"Crime,Drama",5.3,1026.0,"[18, 80]",328899,en,Dixieland,3.093,2015-12-11,5.4,23, , , 
19631,tt4189442,Expelled,Expelled,2014,85.0,Comedy,4.9,6162.0,[35],305932,en,Expelled,7.5329999999999995,2014-12-16,5.9,363, , , 
19632,tt4189494,Ordinary World,Ordinary World,2016,86.0,"Comedy,Drama,Music",5.5,2488.0,"[35, 18]",390777,en,Ordinary World,4.999,2016-10-14,6.2,46, , , 
19634,tt4190530,Anthropoid,Anthropoid,2016,120.0,"Biography,History,Thriller",7.2,38229.0,"[36, 53, 10752]",351339,en,Anthropoid,11.87,2016-08-12,7.0,512, , , 
19635,tt4190906,Thank You for Playing,Thank You for Playing,2015,80.0,"Documentary,Drama,Family",7.0,121.0,[99],332746,en,Thank You for Playing,0.6,2015-04-17,7.0,2, , , 
19636,tt4191054,Strange Magic,Strange Magic,2015,99.0,"Adventure,Animation,Comedy",5.8,9292.0,"[10402, 16, 10751, 14]",302429,en,Strange Magic,6.937,2015-01-23,6.3,172, , , 
19638,tt4191486,Yamasong: March of the Hollows,Yamasong: March of the Hollows,2017,95.0,"Adventure,Animation,Fantasy",5.7,82.0,"[16, 14]",339549,en,Yamasong: March of the Hollows,1.429,2017-09-10,1.0,2, , , 
19639,tt4191580,Meet the Blacks,Meet the Blacks,2016,94.0,"Comedy,Horror",5.9,34669.0,"[35, 27]",377587,en,Meet the Blacks,6.131,2016-04-01,4.4,139,"$900,000","$9,097,072","$9,097,072"
19640,tt4192066,Straight Up: Kentucky Bourbon,Straight Up: Kentucky Bourbon,2018,73.0,Documentary,5.7,22.0,[99],565846,en,Straight Up: Kentucky Bourbon,1.795,2018-01-01,6.0,1, , , 
19641,tt4192830,A Wonderful Cloud,A Wonderful Cloud,2015,81.0,"Comedy,Romance",6.4,79.0,"[35, 10749]",323655,en,A Wonderful Cloud,0.885,2015-03-16,6.0,1, , , 
19642,tt4192916,Supermodel,Supermodel,2015,91.0,Drama,3.9,81.0,[],465120,en,Supermodel,0.6,2015-06-15,3.5,4, , , 
19644,tt4193394,Indignation,Indignation,2016,110.0,"Drama,Romance",6.8,10557.0,[18],340611,en,Indignation,6.247999999999999,2016-07-29,6.5,155, , , 
19645,tt4194392,Records Collecting Dust,Records Collecting Dust,2015,58.0,Documentary,6.0,62.0,[99],320062,en,Records Collecting Dust,0.66,2015-01-09,7.5,2, , , 
19646,tt4195920,Paranoid Girls,Chicas paranoicas,2015,100.0,Comedy,7.6,169.0,[35],371081,en,Paranoid Girls,0.6,2015-01-01,4.0,1, , , 
19647,tt4196450,The Birth of a Nation,The Birth of a Nation,2016,120.0,"Biography,Drama,History",6.4,18442.0,[18],339408,en,The Birth of a Nation,8.152000000000001,2016-10-07,6.5,328,"$10,000,000","$15,861,566","$16,891,011"
19651,tt4196776,Jason Bourne,Jason Bourne,2016,123.0,"Action,Thriller",6.6,190596.0,"[28, 53]",324668,en,Jason Bourne,14.568,2016-07-29,6.1,3611,"$120,000,000","$162,192,920","$416,168,316"
19652,tt4196814,Four Blood Moons,Four Blood Moons,2015,84.0,"Documentary,History",4.9,141.0,[],323265,en,Four Blood Moons,0.6,2015-03-23,5.0,2, , , 
19653,tt4196832,Is That a Gun in Your Pocket?,Is That a Gun in Your Pocket?,2016,95.0,Comedy,5.5,1779.0,[35],410348,en,Is That a Gun in Your Pocket?,0.6,2016-09-16,7.5,5, , , 
19654,tt4196848,Mr. Church,Mr. Church,2016,104.0,"Comedy,Drama",7.7,22885.0,[18],374461,en,Mr. Church,7.125,2016-09-16,7.2,244, , , 
19655,tt4197474,Tatara Samurai,Tatara Samurai,2016,135.0,"Action,Comedy,Drama",6.1,105.0,"[28, 35, 18, 36, 10752]",411607,ja,たたら侍,1.96,2017-06-02,6.0,1, , , 
19656,tt4198292,ShadowRing,ShadowRing,2015,137.0,Documentary,8.0,44.0,[],484933,en,ShadowRing,0.6609999999999999,2015-06-06,10.0,2, , , 
19657,tt4201284,Jennifer Help Us,Jennifer Help Us,2014,85.0,Horror,7.1,33.0,[27],323610,en,Jennifer Help Us,0.6,2014-10-26,7.0,1, , , 
19658,tt4201844,Come Down Molly,Come Down Molly,2015,81.0,"Comedy,Drama",6.6,62.0,"[18, 35]",333092,en,Come Down Molly,0.6,2015-04-16,5.0,1, , , 
19659,tt4203868,Applecart,Applecart,2015,57.0,"Crime,Drama,Horror",5.8,79.0,[],335448,en,Applecart,0.84,2015-03-10,5.5,1, , , 
19660,tt4203996,Mimi and Dona,Mimi and Dona,2014,65.0,"Documentary,Drama",7.7,44.0,[],330212,en,Mimi and Dona,0.6,2014-10-01,7.0,1, , , 
19661,tt4205864,Abducted by Aliens: UFO Encounters of the 4th Kind,Abducted by Aliens: UFO Encounters of the 4th Kind,2014,60.0,Documentary,6.0,473.0,[],302685,en,Abducted by Aliens: UFO Encounters of the 4th Kind,0.6,2014-01-14,5.0,1, , , 
19662,tt4206516,The Taker's Crown,The Taker's Crown,2017,86.0,"Adventure,Fantasy",4.0,29.0,"[14, 12]",468636,en,The Taker's Crown,0.6,2017-07-20,4.5,2, , , 
19663,tt4207094,Ebola Zombies,Ebola Zombies,2015,90.0,Horror,2.7,120.0,"[27, 878]",329824,en,Ebola Zombies,0.6,2015-03-23,10.0,1, , , 
19664,tt4207112,Score: A Film Music Documentary,Score: A Film Music Documentary,2016,93.0,"Documentary,Music",7.5,3231.0,"[10402, 99]",426410,en,Score: A Film Music Documentary,3.511,2017-06-16,7.7,45, , , 
19666,tt4207196,Del Playa,Del Playa,2017,101.0,"Horror,Thriller",4.0,250.0,"[53, 27]",365038,en,Del Playa,2.825,2017-07-21,2.6,5, , , 
19667,tt4208778,All the Right Moves,All the Right Moves,2015,91.0,Documentary,6.0,473.0,"[10749, 18]",18172,en,All the Right Moves,6.277,1983-10-21,5.8,111, , , 
19668,tt4209788,Molly's Game,Molly's Game,2017,140.0,"Biography,Crime,Drama",7.5,104786.0,"[80, 18]",396371,en,Molly's Game,14.64,2017-12-25,7.1,1724, , , 
19670,tt4209900,Fresh Dressed,Fresh Dressed,2015,90.0,"Documentary,History,Music",6.5,790.0,"[99, 36, 10402]",319071,en,Fresh Dressed,1.722,2015-06-26,6.7,19, , , 
19671,tt4210080,The Confirmation,The Confirmation,2016,101.0,"Comedy,Drama",6.4,5473.0,[18],347881,en,The Confirmation,6.528,2016-03-18,6.4,87, , , 
19672,tt4210112,Nakom,Nakom,2016,90.0,Drama,6.7,144.0,[18],352085,en,Nakom,0.9570000000000001,2017-03-03,5.7,3, , , 
19673,tt4210656,25 to Life,25 to Life,2012,87.0,Documentary,6.7,28.0,[99],309071,en,25 to Life,0.7040000000000001,2014-06-22,6.0,2, , , 
19674,tt4211044,Adult Life Skills,Adult Life Skills,2016,96.0,"Comedy,Drama",6.2,2365.0,"[35, 18]",390592,en,Adult Life Skills,2.318,2016-04-17,6.2,28, , , 
19675,tt4211516,The Thread,The Thread,2015,61.0,"Documentary,News",6.2,581.0,[99],353117,en,The Thread,0.6,2015-04-13,6.1,9, , , 
19676,tt4214450,Western,Western,2015,92.0,"Documentary,Western",6.0,178.0,"[37, 99]",319093,en,Western,0.6,2015-09-25,5.8,4, , , 
19678,tt4214800,Duel,Duel,2014,60.0,Sport,6.0,473.0,"[28, 53, 10770]",839,en,Duel,8.661,2003-08-12,7.4,742, , , 
19680,tt4215674,Highway to Havasu,Highway to Havasu,2017,108.0,"Adventure,Comedy,Drama",3.7,178.0,[35],400408,en,Highway to Havasu,1.555,2017-03-07,4.0,3, , , 
19681,tt4215828,Pig Pen,Pig Pen,2015,85.0,"Drama,Thriller",5.7,108.0,[27],327369,en,Pig Pen,0.6,2017-06-24,5.0,1, , , 
19682,tt4216890,Baden Baden,Baden Baden,2016,96.0,"Comedy,Drama",6.6,429.0,[18],340616,fr,Baden Baden,1.192,2016-11-25,5.9,14, , , 
19683,tt4216908,Courted,L'hermine,2015,98.0,"Comedy,Crime,Drama",6.6,1826.0,"[35, 80, 18, 10749]",329809,fr,L'Hermine,7.3839999999999995,2016-04-17,6.2,103, , , 
19684,tt4218250,Zombie Cats from Mars,Zombie Cats from Mars,2015,97.0,Horror,3.5,86.0,"[27, 878]",340452,en,Zombie Cats from Mars,0.6,2015-05-05,4.0,2, , , 
19685,tt4218538,Girl Flu.,Girl Flu.,2016,92.0,"Comedy,Family",6.4,310.0,[35],397591,en,Girl Flu.,1.321,2016-06-06,4.6,7, , , 
19687,tt4218998,Inhumane,Inhumane,2018,79.0,Thriller,2.9,248.0,[53],344276,en,Inhumane,5.252999999999999,2018-02-16,3.9,8, , , 
19689,tt4219130,Psycho-Pass: The Movie,Gekijouban Psycho-Pass,2015,113.0,"Action,Animation,Crime",7.2,2351.0,"[878, 16, 28]",296917,ja,劇場版 サイコパス,6.495,2016-03-15,7.2,81, , , 
19690,tt4219186,The Pink Triangle and the Nazi Cure for Homosexuality,The Pink Triangle and the Nazi Cure for Homosexuality,2014,63.0,"Biography,Documentary,Drama",6.0,473.0,[],509993,es,El Triángulo Rosa y la cura Nazi para la Homosexualidad,0.6,2014-03-07,6.0,1, , , 
19691,tt4219652,The Big Lie: American Addict 2,The Big Lie: American Addict 2,2016,96.0,Documentary,6.7,84.0,[99],433670,en,The Big Lie: American Addict 2,0.6,2016-01-01,8.0,1, , , 
19692,tt4219836,Top Spin,Top Spin,2014,80.0,Documentary,6.9,513.0,[99],331745,en,Top Spin,1.249,2014-11-15,6.9,10,"$150,000","$5,858","$5,858"
19694,tt4219970,Hoodslam: The Accidental Phenomenon,Hoodslam: The Accidental Phenomenon,2014,94.0,"Action,Comedy,Documentary",9.2,12.0,[99],378243,en,Hoodslam: The Accidental Phenomenon,0.6,2014-11-20,1.0,1, , , 
19695,tt4221060,Beneath the Helmet,Beneath the Helmet,2014,80.0,"Action,Biography,Documentary",8.1,74.0,[],321146,en,Beneath the Helmet,0.6,2014-10-28,9.5,2, , , 
19696,tt4221762,TransFatty Lives,TransFatty Lives,2015,83.0,"Biography,Documentary",7.9,168.0,[99],329024,en,TransFatty Lives,1.84,2015-04-05,6.2,5, , , 
19697,tt4222028,Black Mountain Poets,Black Mountain Poets,2015,85.0,"Comedy,Drama,Romance",5.9,272.0,"[18, 35]",346388,en,Black Mountain Poets,1.381,2016-03-13,6.6,8, , , 
19698,tt4222674,Whisper,Whisper,2015,83.0,"Drama,Mystery",6.0,473.0,[27],487472,en,Whisper,0.679,2017-10-31,6.0,2, , , 
19700,tt4224328,Mavis!,Mavis!,2015,80.0,"Biography,Documentary,Music",7.3,278.0,"[99, 10402]",320589,en,Mavis!,0.81,2015-03-15,7.4,7, , , 
19702,tt4224478,The Subjects,The Subjects,2015,80.0,Thriller,5.2,1143.0,"[53, 878]",347258,en,The Subjects,2.325,2015-10-08,5.3,27, , , 
19703,tt4224754,Tiger,Tiger,2018,100.0,Drama,4.8,302.0,[18],458414,en,Tiger,2.77,2018-11-30,7.0,4, , , 
19708,tt4225478,Delinquent,Delinquent,2016,97.0,"Crime,Drama,Family",5.9,326.0,"[18, 10751, 80]",410311,en,Delinquent,1.4,2016-07-05,6.0,6, , , 
19712,tt4225622,The Babysitter,The Babysitter,2017,85.0,"Comedy,Horror",6.3,46289.0,[35],374805,en,The Babysitter,0.6,2011-10-08,5.3,4, , , 
19714,tt4226446,Richard Pryor: Icon,Richard Pryor: Icon,2014,56.0,Documentary,6.5,318.0,[99],306060,en,Richard Pryor: Icon,1.217,2014-11-23,5.9,8, , , 
19715,tt4227032,SBK The-Movie,SBK The-Movie,2014,84.0,Comedy,7.2,242.0,[],329539,en,SBK The-Movie,0.6,2014-12-13,6.0,1, , , 
19716,tt4227204,Uncle Kent 2,Uncle Kent 2,2015,73.0,"Comedy,Sci-Fi",5.5,152.0,[35],324326,en,Uncle Kent 2,0.653,2016-08-26,5.0,1, , , 
19718,tt4228840,Dive Olly Dive and the Pirate Treasure,Dive Olly Dive and the Pirate Treasure,2014,81.0,Animation,5.3,18.0,"[16, 10751]",257949,ru,Dive Olly Dive and the Pirate Treasure,1.084,2014-05-08,6.3,4, , , 
19719,tt4228850,Bugs,Shi ren chong,2014,82.0,"Comedy,Horror",3.3,56.0,[99],390293,da,Bugs,0.6,2016-04-16,7.0,2, , , 
19723,tt4228876,Sam Klemke's Time Machine,Sam Klemke's Time Machine,2015,90.0,"Biography,Documentary",6.7,100.0,[99],311690,en,Sam Klemke's Time Machine,2.03,2015-01-23,6.5,4, , , 
19724,tt4229236,Cobain: Montage of Heck,Cobain: Montage of Heck,2015,145.0,"Animation,Biography,Documentary",7.6,26068.0,"[99, 10402]",319075,en,Cobain: Montage of Heck,6.403,2015-04-24,7.7,406, , , 
19725,tt4229432,Drink Me,Drink Me,2015,74.0,"Drama,Horror",3.6,146.0,"[18, 27]",338537,en,Drink Me,0.87,2015-04-14,5.6,5, , , 
19726,tt4229864,Eat Me,Eat Me,2018,95.0,"Drama,Horror,Mystery",4.5,183.0,"[18, 53]",508631,en,Eat Me,2.803,2018-03-02,3.3,3, , , 
19727,tt4229948,Scathing,Scathing,2016,83.0,"Horror,Thriller",3.7,159.0,"[53, 27]",425673,en,Scathing,0.6,2016-11-15,3.3,4, , , 
19728,tt4230192,Reel Nightmare,Reel Nightmare,2017,78.0,"Fantasy,Horror,Mystery",3.4,88.0,[27],440486,en,Reel Nightmare,1.03,2017-02-07,6.0,3, , , 
19729,tt4230204,I Capuleti e i Montecchi,I Capuleti e i Montecchi,2014,135.0,Music,6.0,473.0,"[18, 10402]",352581,en,I Capuleti e i Montecchi,0.6,2014-09-04,10.0,1, , , 
19730,tt4230700,Complete Unknown,Complete Unknown,2016,91.0,"Drama,Mystery",5.4,5177.0,"[18, 9648, 53]",373476,en,Complete Unknown,6.787000000000001,2016-08-26,5.1,84, , , 
19731,tt4230796,The Wicked,Ma-nyeo,2014,93.0,"Horror,Mystery",6.5,56.0,"[14, 27, 53]",131689,en,The Wicked,3.247,2013-04-30,4.2,48, , , 
19732,tt4231486,This Giant Papier-Mâché Boulder Is Actually Really Heavy,This Giant Papier-Mâché Boulder Is Actually Really Heavy,2016,112.0,"Action,Adventure,Comedy",5.8,135.0,"[12, 878, 28, 35]",391938,en,This Giant Papier-Mâché Boulder Is Actually Really Heavy,0.6,2016-02-12,6.0,1, , , 
19733,tt4231502,Broken Darkness,Broken Darkness,2017,118.0,"Action,Drama,Sci-Fi",4.6,199.0,"[53, 18, 28, 878]",459795,en,Broken Darkness,0.92,2017-02-18,3.0,2, , , 
19734,tt4232330,"Michael Jackson: Life, Death and Legacy","Michael Jackson: Life, Death and Legacy",2012,75.0,Documentary,6.3,25.0,[99],240981,en,"Michael Jackson: Life, Death and Legacy",1.306,2012-01-01,6.7,6, , , 
19735,tt4236480,Missing Mom,Missing Mom,2016,85.0,"Adventure,Biography,Documentary",6.1,218.0,[99],409417,en,Missing Mom,0.6,2016-11-04,6.5,2, , , 
19736,tt4236994,Frenzy,Frenzy,2015,90.0,Thriller,8.1,16.0,"[27, 53, 10770]",542787,en,Frenzy,2.9619999999999997,2018-08-15,3.9,9,"$3,500,000","$12,600,000","$12,600,000"
19738,tt4237208,Shake Off the World,Shake Off the World,2016,80.0,"Comedy,Drama,Family",6.7,22.0,[],536529,en,Shake Off the World,1.4,2016-07-15,8.0,1, , , 
19739,tt4238794,Killing Animals,Killing Animals,2015,91.0,Drama,5.2,5.0,[],415674,en,Killing Animals,0.9109999999999999,2015-06-01,10.0,2, , , 
19740,tt4238832,Billy Joel: Live at Shea Stadium,Billy Joel: Live at Shea Stadium,2011,140.0,Music,8.5,30.0,[10402],66774,fr,Billy Joel: Live at Shea Stadium,1.4,2011-02-28,5.5,3, , , 
19741,tt4238858,The Fits,The Fits,2015,72.0,"Drama,Music",6.7,4053.0,[18],358807,en,The Fits,4.938,2016-01-22,6.6,66,"$170,000","$166,425","$169,242"
19742,tt4238860,Simply Red: Live at Montreux 2003,Simply Red: Live at Montreux 2003,2012,93.0,Music,7.6,5.0,[10402],113311,en,Simply Red: Live at Montreux 2003,0.6,2012-05-22,5.0,1, , , 
19743,tt4239548,Deli Man,Deli Man,2014,92.0,Documentary,7.0,433.0,[99],310319,en,Deli Man,0.78,2015-02-27,6.9,6, , , 
19744,tt4239726,Tanna,Tanna,2015,104.0,"Adventure,Drama,Romance",6.9,3564.0,"[10749, 18]",359151,en,Tanna,3.4930000000000003,2016-05-04,7.2,47, , , 
19745,tt4242100,My Father Die,My Father Die,2016,102.0,"Action,Drama",5.6,830.0,"[28, 18]",381645,en,My Father Die,4.584,2016-03-12,6.5,19, , , 
19746,tt4242158,Lost in Hong Kong,Gang jiong,2015,114.0,"Action,Adventure,Comedy",5.4,1281.0,[35],361613,zh,港囧,2.978,2015-09-25,6.3,26, , , 
19747,tt4243168,Hostiles,Hostiles,2015,74.0,"Drama,Thriller",6.6,17.0,"[18, 37, 36]",384680,en,Hostiles,15.937000000000001,2017-12-22,6.7,1056, , , 
19751,tt4244162,Beta Test,Beta Test,2016,88.0,"Action,Sci-Fi,Thriller",5.9,11276.0,"[53, 28, 878]",401123,en,Beta Test,5.291,2016-07-22,4.9,59, , , 
19752,tt4244650,Sleepless in America,Sleepless in America,2014,45.0,Documentary,7.5,29.0,[],306408,en,Sleepless in America,0.6,2014-11-30,8.5,2, , , 
19753,tt4245110,Origins,Origins,2014,101.0,Documentary,7.5,51.0,[99],362002,en,Origins,0.84,2014-11-13,8.8,3, , , 
19754,tt4247682,All Girls Weekend,All Girls Weekend,2016,85.0,"Action,Adventure,Horror",3.9,1445.0,[27],405932,en,All Girls Weekend,2.658,2016-07-12,3.4,27, , , 
19755,tt4247738,A Field Full of Secrets,A Field Full of Secrets,2014,122.0,Documentary,5.7,190.0,[99],302161,en,A Field Full of Secrets,0.6,2014-12-02,2.5,2, , , 
19756,tt4249246,The Writers,The Writers,2014,89.0, ,6.0,473.0,"[27, 10749]",326847,en,The Writers,0.6,2011-03-26,2.8,2, , , 
19757,tt4250438,11:55,11:55,2016,80.0,"Crime,Drama",4.8,418.0,"[18, 80]",394770,en,11:55,1.4,2017-06-09,5.0,8, , , 
19759,tt4251266,The Prodigal Returns,The Prodigal Returns,2013,104.0,Drama,7.5,136.0,"[18, 10751]",203596,it,The Prodigal Returns - The Movie,1.409,2013-05-30,8.8,8, , , 
19760,tt4254174,One Christmas Eve,One Christmas Eve,2014,91.0,Drama,6.0,473.0,"[35, 18, 10751]",300187,en,One Christmas Eve,2.275,2014-11-30,6.1,9, , , 
19761,tt4254562,The People Garden,The People Garden,2016,80.0,"Drama,Mystery",5.0,159.0,"[18, 9648]",356747,en,The People Garden,1.469,2016-09-12,4.3,3, , , 
19762,tt4254584,Kicks,Kicks,2016,80.0,"Adventure,Drama",6.3,3789.0,[12],385736,en,Kicks,4.002,2016-09-09,6.6,50,"$10,000,000","$150,191","$150,191"
19763,tt4257926,Miracles from Heaven,Miracles from Heaven,2016,109.0,"Biography,Drama,Family",7.1,17734.0,[18],339984,en,Miracles from Heaven,10.078,2016-03-18,7.1,478,"$13,000,000","$61,705,123","$73,798,736"
19764,tt4257950,Russell Madness,Russell Madness,2015,92.0,Family,4.3,504.0,[35],319924,en,Russell Madness,1.901,2015-02-21,4.8,12, , , 
19765,tt4257962,Elenore Makes Love,Elenore Makes Love,2014,51.0,"Drama,Romance",5.0,43.0,"[10749, 18]",327308,en,Elenore Makes Love,1.4,2014-01-01,4.5,2, , , 
19766,tt4258698,Southside with You,Southside with You,2016,84.0,"Biography,Drama,History",6.3,7282.0,"[10749, 18]",310888,en,Southside with You,6.093999999999999,2016-08-26,5.5,131, , , 
19767,tt4261326,2307: Winter's Dream,2307: Winter's Dream,2016,101.0,Sci-Fi,3.9,1302.0,[878],415671,en,2307: Winter's Dream,2.334,2016-04-02,2.6,16, , , 
19768,tt4262174,First Girl I Loved,First Girl I Loved,2016,90.0,"Drama,Romance",6.0,2513.0,"[18, 10749]",352498,en,First Girl I Loved,5.471,2016-10-18,6.6,68, , , 
19769,tt4262350,The Fappening,The Fappening,2015,80.0,Horror,5.7,32.0,[27],359186,en,The Fappening,0.84,2015-07-22,6.5,2, , , 
19770,tt4262980,Shin Godzilla,Shin Gojira,2016,120.0,"Action,Adventure,Drama",6.7,18051.0,"[28, 12, 18, 27, 878]",315011,ja,シン・ゴジラ,9.205,2016-10-11,6.6,348, , , 
19771,tt4263482,The Witch,The VVitch: A New-England Folktale,2015,92.0,"Horror,Mystery",6.8,154278.0,"[9648, 27]",310131,en,The Witch,13.493,2016-02-19,6.6,2931,"$3,500,000","$25,138,705","$40,454,520"
19775,tt4263774,Parallel,Parallel,2015,91.0,"Drama,Sci-Fi",6.2,61.0,"[18, 878]",391024,en,Parallel,0.6,2015-02-10,6.0,2, , , 
19778,tt4264716,Cat Skin,Cat Skin,2017,97.0,"Drama,Romance",7.5,94.0,"[18, 10749]",487624,en,Cat Skin,1.186,2017-04-21,1.0,1, , , 
19779,tt4264834,Beaver Trilogy Part IV,Beaver Trilogy Part IV,2015,85.0,Documentary,7.5,131.0,[99],315882,en,Beaver Trilogy Part IV,0.6579999999999999,2015-01-23,7.9,7, , , 
19780,tt4266076,The Night Eats the World,La nuit a dévoré le monde,2018,93.0,"Drama,Horror,Thriller",6.0,6154.0,"[27, 18, 53]",457955,fr,La nuit a dévoré le monde,7.652,2018-07-13,5.6,155, , , 
19781,tt4266104,The Majdanek Gas Chamber Myth,The Majdanek Gas Chamber Myth,2014,82.0,"Documentary,History",6.0,42.0,[],447580,en,The Majdanek Gas Chamber Myth,0.6,2014-12-07,7.0,1, , , 
19782,tt4266638,Krisha,Krisha,2015,83.0,Drama,7.2,5917.0,[18],259043,en,Krisha,0.6,2014-03-07,9.0,1,"$30,000","$144,822","$144,822"
19785,tt4266660,Stink!,Stink!,2015,91.0,Documentary,7.1,182.0,[99],370272,en,Stink!,0.6,2015-11-27,8.0,1, , , 
19786,tt4266692,Drain the Bermuda Triangle,Drain the Bermuda Triangle,2014,44.0,Documentary,6.4,87.0,[99],423431,en,Drain the Bermuda Triangle,0.6,2014-10-30,6.5,2, , , 
19787,tt4266910,Art Bastard,Art Bastard,2016,82.0,"Biography,Comedy,Documentary",6.6,61.0,[99],391628,en,Art Bastard,0.84,2015-05-20,10.0,1, , , 
19788,tt4267026,Hell House LLC,Hell House LLC,2015,93.0,"Horror,Mystery,Thriller",6.4,5553.0,"[27, 9648, 53]",359246,en,Hell House LLC,8.044,2015-10-16,6.4,98, , , 
19789,tt4267108,Most Likely to Succeed,Most Likely to Succeed,2015,86.0,"Documentary,Drama,News",8.4,104.0,[99],319078,en,Most Likely to Succeed,0.84,2015-01-25,8.7,6, , , 
19790,tt4269118,Seven in Heaven,Seven in Heaven,2018,94.0,"Drama,Horror,Mystery",5.3,1345.0,[27],500535,en,Seven in Heaven,6.07,2018-10-05,6.1,27, , , 
19791,tt4269256,Love Me Anyway,Love Me Anyway,2018,77.0,"Drama,Romance",4.5,62.0,"[18, 10749]",427037,en,Love Me Anyway,0.6,2014-01-01,5.0,2, , , 
19792,tt4269746,The Matchbreaker,The Matchbreaker,2016,94.0,"Comedy,Romance",5.6,2354.0,"[10749, 35]",413417,en,The Matchbreaker,2.8560000000000003,2016-10-07,6.2,33, , , 
19793,tt4269950,The Same Difference,The Same Difference,2015,78.0,"Biography,Documentary",6.8,24.0,[99],372092,en,The Same Difference,0.6,2015-06-23,6.0,1, , , 
19794,tt4270110,Who Am I?,Who Am I?,2013,23.0,"Documentary,Drama",6.0,473.0,[],51278,ru,Кто я?,0.919,2010-12-20,4.2,9, , , 
19797,tt4270254,Red Christmas,Red Christmas,2014,60.0,Horror,4.5,22.0,[27],493537,en,Red Christmas,0.665,2014-12-09,1.0,1, , , 
19799,tt4270516,Grandma,Grandma,2015,79.0,"Comedy,Drama",6.7,13688.0,"[35, 18]",309304,en,Grandma,8.541,2015-09-18,6.4,210, , , 
19801,tt4270602,Dwight Howard: In the Moment,Dwight Howard: In the Moment,2014,73.0,Documentary,7.4,27.0,[],325153,en,Dwight Howard: In the Moment,0.6,2014-11-01,10.0,1, , , 
19802,tt4270878,Applesauce,Applesauce,2015,91.0,"Comedy,Romance",6.4,834.0,[35],333088,en,Applesauce,1.7519999999999998,2015-11-24,6.6,15, , , 
19803,tt4271820,OK Kanmani,OK Kanmani,2015,139.0,Romance,7.4,4122.0,"[10749, 18]",329135,ta,ஓ காதல் கண்மணி,2.102,2015-04-17,6.8,19, , , 
19804,tt4272826,Cool Apocalypse,Cool Apocalypse,2015,73.0,"Comedy,Drama,Romance",8.0,66.0,"[35, 18, 10749]",365178,en,Cool Apocalypse,0.6,2015-05-02,10.0,1, , , 
19805,tt4272866,The Boy and the Beast,Bakemono no ko,2015,119.0,"Action,Adventure,Animation",7.7,16503.0,"[16, 14]",315465,ja,バケモノの子,11.434000000000001,2016-03-04,8.0,659, , , 
19807,tt4273170,Caught,Caught,2015,82.0,"Crime,Drama,Mystery",5.1,581.0,"[18, 10751]",211620,en,Caught,0.6,2011-06-03,7.0,1, , , 
19815,tt4273292,Under the Shadow,Under the Shadow,2016,84.0,"Drama,Horror,Thriller",6.9,18718.0,"[18, 27, 53, 10752]",375012,en,Under the Shadow,7.245,2016-10-07,6.6,295, , , 
