,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
17630,tt3457486,Closer to God,Closer to God,2014,81.0,"Horror,Sci-Fi,Thriller",4.6,828.0,"[27, 878, 53]",266882,en,Closer to God,2.369,2014-09-18,5.5,22, , , 
17631,tt3457508,Damascus Cover,Damascus Cover,2017,93.0,"Mystery,Thriller",5.1,1518.0,"[53, 9648]",324538,en,Damascus Cover,6.624,2018-07-20,5.5,24, , , 
17633,tt3457734,Fort Tilden,Fort Tilden,2014,98.0,Comedy,5.4,1228.0,[35],253255,en,Fort Tilden,2.55,2014-03-08,4.8,23, , , 
17634,tt3458118,Blood on the Mountain,Blood on the Mountain,2016,93.0,"Documentary,History,News",7.2,238.0,[99],418688,en,Blood on the Mountain,0.9279999999999999,2016-05-26,7.3,7, , , 
17635,tt3458196,Freedom Summer,Freedom Summer,2014,113.0,Documentary,7.6,79.0,[99],250722,en,Freedom Summer,0.6,2014-01-17,7.0,2, , , 
17636,tt3458220,This May Be the Last Time,This May Be the Last Time,2014,95.0,"Documentary,Drama,History",7.0,34.0,[99],250771,en,This May Be the Last Time,0.6,2014-01-19,10.0,1, , , 
17637,tt3458236,Lambert & Stamp,Lambert & Stamp,2014,117.0,"Biography,Documentary,History",6.6,665.0,"[99, 10402]",250756,en,Lambert & Stamp,0.6,2014-01-20,7.2,6, , , 
17638,tt3458254,Patient Zero,Patient Zero,2018,93.0,"Action,Drama,Horror",4.4,5753.0,"[27, 53]",295011,en,Patient Zero,10.497,2018-09-14,4.7,160, , , 
17639,tt3458760,The Lucky Man,The Lucky Man,2018,98.0,"Action,Drama,Sci-Fi",5.7,1687.0,"[28, 18, 878]",413138,en,The Lucky Man,3.932,2018-01-16,6.0,5, , , 
17640,tt3458776,Happiness,Happiness,2013,80.0,"Documentary,Drama,Family",7.1,270.0,[99],250833,en,Happiness,0.6,2014-01-17,7.0,3,"$3,000,000","$2,746,453","$5,746,453"
17645,tt3460064,The Notorious Mr. Bout,The Notorious Mr. Bout,2014,90.0,Documentary,6.7,358.0,[99],250852,en,The Notorious Mr. Bout,0.6,2014-01-17,5.4,5, , , 
17646,tt3460082,Cesar's Last Fast,Cesar's Last Fast,2014,100.0,Documentary,6.9,38.0,[99],250652,en,Cesar's Last Fast,0.6,2014-04-17,7.0,1, , , 
17647,tt3460084,Jalaibee,Jalaibee,2015,117.0,"Action,Crime,Thriller",6.7,916.0,"[80, 28, 53]",331159,ur,Jalaibee,0.6,2015-03-20,8.0,1, , , 
17648,tt3460184,Lock Charmer,El cerrajero,2014,77.0,Drama,5.6,141.0,"[18, 35, 10749]",252504,en,El cerrajero,0.6,2014-01-21,7.0,1, , , 
17649,tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",7.8,434966.0,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.680999999999997,2015-12-25,7.7,8065,"$62,000,000","$54,117,416","$147,864,886"
17651,tt3460278,Hell Town,Hell Town,2015,89.0,"Comedy,Horror,Thriller",4.8,78.0,"[53, 35, 27]",343662,en,Hell Town,0.69,2015-04-23,5.0,3, , , 
17652,tt3460922,"Sympathy, Said the Shark","Sympathy, Said the Shark",2015,86.0,Thriller,6.5,73.0,[],376006,en,"Sympathy, Said the Shark",0.6,2015-02-18,8.0,1, , , 
17653,tt3461442,The River,"El oued, el oued",2013,86.0,Documentary,6.0,473.0,"[12, 35]",383356,en,The River,0.9059999999999999,2013-04-05,8.5,2, , , 
17658,tt3461828,Cat Run 2,Cat Run 2,2014,96.0,"Action,Comedy",4.4,1088.0,"[28, 35]",273621,en,Cat Run 2,2.918,2014-08-19,4.3,23, , , 
17659,tt3462002,Finders Keepers,Finders Keepers,2015,82.0,Documentary,6.8,2126.0,"[9648, 53, 27]",296626,en,Finders Keepers,5.8660000000000005,2014-10-18,4.3,93, , , 
17667,tt3462616,Spyfall,Spyfall,2014,79.0,Comedy,1.3,135.0,[],332754,en,Spyfall,0.6,2014-08-27,1.0,1, , , 
17668,tt3462834,Rock in the Red Zone,Rock in the Red Zone,2014,87.0,"Documentary,Music,War",8.8,26.0,"[99, 10402]",368343,en,Rock in the Red Zone,1.3869999999999998,2015-11-13,8.0,1, , , 
17669,tt3462880,Wiener Dog Internationals,Wiener Dog Internationals,2015,92.0,Family,4.3,106.0,[35],373181,de,Wiener Dog Internationals,1.4,2015-03-26,5.0,1, , , 
17670,tt3463106,The Cured,The Cured,2017,95.0,"Drama,Horror,Sci-Fi",5.5,5668.0,"[27, 18, 878]",469721,en,The Cured,9.196,2018-02-23,5.5,127, , , 
17671,tt3463738,What's Eating Todd?,What's Eating Todd?,2016,88.0,"Horror,Thriller",3.3,35.0,[],408176,en,What's Eating Todd?,0.8859999999999999,2016-07-26,10.0,1, , , 
17672,tt3463878,Easter Sunday,Easter Sunday,2014,95.0,Horror,5.2,85.0,[27],298968,en,Easter Sunday,0.879,2014-08-09,4.0,1, , , 
17674,tt3464290,Crazy About Tiffany's,Crazy About Tiffany's,2016,86.0,Documentary,5.6,203.0,[99],383267,en,Crazy About Tiffany's,0.973,2016-02-19,7.8,4, , , 
17675,tt3464536,Earthquake,Earthquake,2013,75.0,"Documentary,Drama,History",6.0,473.0,"[28, 18, 53]",11123,en,Earthquake,9.568999999999999,1974-11-15,5.7,124, , , 
17676,tt3464902,The Lobster,The Lobster,2015,119.0,"Comedy,Drama,Romance",7.1,182622.0,"[53, 35, 18, 10749, 878]",254320,en,The Lobster,15.64,2016-05-13,6.9,2895,"$4,500,000","$9,196,278","$18,019,834"
17678,tt3465026,Palm Swings,Palm Swings,2017,95.0,"Comedy,Drama,Romance",4.4,482.0,"[35, 18, 10749]",462181,en,Palm Swings,5.656000000000001,2017-10-03,5.7,7, , , 
17679,tt3465304,Twink,Twink,2014,68.0,Drama,4.6,56.0,[18],311220,en,Twink,0.6,2014-11-18,6.0,3, , , 
17680,tt3465456,The White Haired Witch of Lunar Kingdom,Bai fa mo nu zhuan zhi ming yue tian guo,2014,104.0,Fantasy,5.4,1417.0,"[10749, 14, 28]",257648,zh,白发魔女传之明月天国,5.4879999999999995,2014-10-10,5.0,29, , , 
17681,tt3465916,Stations of the Cross,Kreuzweg,2014,110.0,Drama,7.5,3773.0,[18],254721,de,Kreuzweg,6.434,2014-11-09,7.3,51, , , 
17682,tt3466248,How to Save Us,How to Save Us,2014,78.0,"Drama,Fantasy,Horror",5.3,821.0,"[18, 27]",297269,en,How to Save Us,1.953,2015-06-05,4.7,13, , , 
17683,tt3466380,The Devil in White,The Devil in White,2014,113.0,"Horror,Sci-Fi",4.1,33.0,[],483421,en,The Devil in White,0.878,2014-01-27,6.0,1, , , 
17685,tt3467900,"Kings, Queens, & In-Betweens","Kings, Queens, & In-Betweens",2017,90.0,"Biography,Documentary",6.3,24.0,[99],444555,en,"Kings, Queens, & In-Betweens",0.64,2017-03-03,6.0,1, , , 
17686,tt3467906,Worst Kind of People,Worst Kind of People,2013,84.0,"Action,Comedy,Drama",9.2,6.0,"[18, 28, 35]",492023,en,Worst Kind of People,0.6,2013-09-01,5.0,1, , , 
17687,tt3467954,The Force Within Us,The Force Within Us,2013,94.0,"Biography,Documentary,History",7.5,20.0,[99],187808,en,The Force Within Us,0.92,2013-03-22,6.3,2, , , 
17688,tt3468298,Axel: The Biggest Little Hero,Bonta 3D,2013,80.0,"Adventure,Animation,Comedy",4.9,123.0,[],274286,en,Bonta 3D,0.6679999999999999,2014-06-03,4.0,2, , , 
17689,tt3468316,Hondros,Hondros,2017,90.0,"Biography,Documentary,War",7.5,271.0,"[10752, 99, 36]",449453,en,Hondros,1.431,2018-03-02,8.3,7, , , 
17691,tt3468352,The Tip of the Iceberg,La punta del iceberg,2016,91.0,Thriller,6.3,682.0,"[9648, 53]",366502,es,La punta del iceberg,1.5030000000000001,2016-11-06,5.3,17, , , 
17692,tt3468612,American Hostage,American Hostage,2015,100.0,"Crime,Drama,Thriller",6.0,289.0,"[53, 80, 18]",407298,en,American Hostage,0.6,2016-03-25,7.5,2, , , 
17693,tt3468698,Excess Flesh,Excess Flesh,2015,103.0,"Drama,Horror,Thriller",3.8,647.0,"[53, 18]",323369,en,Excess Flesh,1.224,2015-03-13,3.5,14, , , 
17694,tt3469046,Despicable Me 3,Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy",6.3,92580.0,"[28, 16, 35, 10751, 12]",324852,en,Despicable Me 3,16.407,2017-06-30,6.3,4106,"$75,000,000","$264,624,300","$1,034,727,750"
17695,tt3469284,Jurassic Prey,Jurassic Prey,2015,87.0,"Action,Adventure,Comedy",1.7,605.0,"[878, 28, 27]",347064,en,Jurassic Prey,1.568,2015-06-23,3.0,11, , , 
17696,tt3469592,Rise of the Legend,Huang feihong zhi yingxiong you meng,2014,131.0,"Action,Biography,Drama",6.5,2531.0,"[28, 18]",294993,zh,黄飞鸿之英雄有梦,8.812999999999999,2016-03-11,6.4,50, , , 
17699,tt3469718,Fishing Without Nets,Fishing Without Nets,2014,109.0,Thriller,6.3,184.0,[],176021,en,Fishing Without Nets,1.4880000000000002,2012-01-01,6.5,2, , , 
17701,tt3470600,Sing,Sing,2016,108.0,"Animation,Comedy,Family",7.1,115951.0,"[16, 35, 18, 10751]",335797,en,Sing,17.572,2016-12-21,6.9,4303,"$75,000,000","$270,329,045","$634,454,789"
17703,tt3470656,Agoraphobia,Agoraphobia,2015,86.0,"Horror,Thriller",3.4,589.0,"[27, 53]",366506,en,Agoraphobia,4.013999999999999,2015-10-01,4.4,24, , , 
17704,tt3470838,The Widowmaker,The Widowmaker,2015,96.0,"Documentary,News",8.0,183.0,[99],320385,en,The Widowmaker,0.84,2015-02-27,6.9,6, , , 
17705,tt3470928,Stones for the Rampart,Kamienie na szaniec,2014,111.0,"Drama,War",6.1,791.0,"[10752, 18]",283389,pl,Kamienie na Szaniec,2.3569999999999998,2014-10-23,6.9,38, , , 
17706,tt3471098,Maggie's Plan,Maggie's Plan,2015,98.0,"Comedy,Drama,Romance",6.2,14295.0,"[18, 35, 10749]",312669,en,Maggie's Plan,7.787000000000001,2016-05-20,5.7,218, , , 
17708,tt3471964,House of Secrets,House of Secrets,2014,91.0,"Mystery,Thriller",4.9,19.0,"[10770, 53, 18, 9648]",256596,en,House of Secrets,0.948,2014-01-01,4.5,5, , , 
17709,tt3472714,At Granny's House,Granny's House,2015,83.0,Thriller,4.6,601.0,[53],379050,en,At Granny's House,1.564,2015-05-30,3.3,5, , , 
17710,tt3473390,Sorry I Love You,Sorry I Love You,2013,107.0,"Action,Drama,Romance",6.2,40.0,"[10749, 28, 18]",335205,en,Sorry I Love You,1.157,2013-11-01,6.0,2, , , 
17711,tt3473410,Bob and the Trees,Bob and the Trees,2015,91.0,Drama,6.4,141.0,[18],308987,en,Bob and the Trees,1.4,2015-01-26,5.5,2, , , 
17712,tt3474978,I Dream Too Much,I Dream Too Much,2015,91.0,"Comedy,Drama",5.0,268.0,"[18, 35]",324276,en,I Dream Too Much,1.4809999999999999,2016-06-21,4.7,6, , , 
17713,tt3475020,Catching Faith,Catching Faith,2015,88.0,"Drama,Family,Sport",5.0,308.0,"[18, 10751]",355655,en,Catching Faith,1.4,2015-08-18,6.8,3, , , 
17714,tt3475596,Anti-Social,Anti-Social,2015,116.0,Crime,6.1,2106.0,[80],330206,en,Anti-Social,1.829,2015-01-01,6.0,20, , , 
17716,tt3476464,"End of Days, Inc.","End of Days, Inc.",2015,83.0,"Comedy,Sci-Fi",4.9,417.0,"[35, 878]",346347,en,"End of Days, Inc.",1.376,2015-04-24,5.4,11, , , 
17717,tt3476548,King Lear,King Lear,2017,233.0,Drama,8.2,19.0,[18],513427,en,King Lear,7.334,2018-09-27,6.0,23, , , 
17722,tt3477070,The Rangers,The Rangers,2016,68.0,Fantasy,6.0,39.0,[],312476,en,The Rangers,0.644,2016-12-01,0.0,1, , , 
17723,tt3477732,Full English Breakfast,Full English Breakfast,2014,115.0,"Action,Crime,Mystery",2.6,543.0,"[28, 80, 9648, 53]",263903,en,Full English Breakfast,1.1079999999999999,2014-05-20,4.3,5, , , 
17724,tt3478110,Mountain Men,Mountain Men,2013,29.0,Documentary,6.0,473.0,"[35, 18]",309050,en,Mountain Men,1.8730000000000002,2014-01-29,5.4,28, , , 
17726,tt3478186,In Stereo,In Stereo,2015,97.0,"Comedy,Drama,Romance",4.4,177.0,"[10749, 35, 18]",340189,en,In Stereo,0.721,2015-07-03,4.6,4, , , 
17727,tt3478232,Mythica: The Darkspore,Mythica: The Darkspore,2015,107.0,"Action,Adventure,Fantasy",5.7,3515.0,"[28, 12, 14]",347096,en,Mythica: The Darkspore,6.0920000000000005,2015-06-24,5.9,67, , , 
17728,tt3478510,1971,1971,2014,79.0,"Documentary,History,Thriller",7.2,812.0,"[99, 36]",261855,en,1971,1.389,2014-04-18,7.8,5, , , 
17731,tt3479316,Parallels,Parallels,2015,83.0,"Action,Sci-Fi",6.1,12710.0,[878],328595,en,Parallels,6.808,2015-03-01,6.1,197, , , 
17732,tt3480110,Beyond Beyond,Resan till Fjäderkungens Rike,2014,78.0,"Adventure,Animation",6.1,629.0,"[16, 12]",257951,sv,Resan till Fjäderkungens Rike,2.267,2016-03-03,6.3,9, , , 
17733,tt3480146,The Gate,Le temps des aveux,2014,95.0,Drama,6.2,287.0,[878],307903,en,The Gate,1.278,2011-11-10,7.0,5, , , 
17735,tt3480446,Almost Mercy,Almost Mercy,2015,85.0,Horror,6.0,913.0,[27],337073,en,Almost Mercy,1.768,2015-01-01,5.8,14, , , 
17736,tt3480662,Flay,Flay,2017,94.0,"Drama,Fantasy,Horror",3.3,159.0,"[27, 18, 14]",499676,en,Flay,2.106,2018-03-06,3.0,1, , , 
17737,tt3480796,Vice,Vice,2015,96.0,"Action,Adventure,Sci-Fi",4.2,14436.0,"[53, 878, 28, 12]",307663,en,Vice,14.640999999999998,2015-01-16,4.3,312,"$60,000,000","$47,836,282","$70,883,171"
17741,tt3480982,Give Us This Day,Give Us This Day,2014,85.0,"Documentary,Drama,Sport",6.8,9.0,[99],560958,en,Give Us This Day,1.3559999999999999,2018-11-08,8.0,1, , , 
17743,tt3481000,Chocolate City,Chocolate City,2015,91.0,Drama,3.9,931.0,[18],338107,en,Chocolate City,3.9360000000000004,2015-05-22,5.1,21, , , 
17745,tt3481634,Inconceivable,Inconceivable,2017,105.0,"Drama,Thriller",5.2,6945.0,"[53, 18]",433630,en,Inconceivable,10.025,2017-06-30,5.7,143, , , 
17747,tt3482062,Bad Roomies,Bad Roomies,2015,93.0,Comedy,5.1,2102.0,[35],371442,en,Bad Roomies,2.943,2015-12-01,4.6,34, , , 
17748,tt3483612,Hamari Adhuri Kahani,Hamari Adhuri Kahani,2015,129.0,"Drama,Romance",6.7,4643.0,[18],339367,en,Hamari Adhuri Kahani,2.063,2015-06-12,6.5,23, , , 
17749,tt3483646,Bewakoofiyaan,Bewakoofiyaan,2014,119.0,"Comedy,Drama,Romance",5.5,3339.0,"[10749, 35, 18]",254171,hi,बेवकूफ़ियां,1.649,2014-03-14,6.0,18, , , 
17750,tt3484800,Altar,Altar,2014,94.0,"Horror,Mystery",5.3,4239.0,"[9648, 27]",314065,en,Altar,5.779,2015-02-17,4.9,66, , , 
17754,tt3485754,Drug Lord: The Legend of Shorty,The Legend of Shorty,2014,90.0,"Documentary,News",6.2,365.0,[99],253294,en,Drug Lord: The Legend of Shorty,0.84,2014-03-07,7.0,4, , , 
17755,tt3485800,The Congressman,The Congressman,2016,98.0,Drama,6.3,279.0,[18],393603,en,The Congressman,1.952,2016-04-09,5.6,5, , , 
17756,tt3486418,Scarecrow,Scarecrow,2016,91.0,Drama,6.0,473.0,"[27, 878]",226948,en,Scarecrow,4.543,2013-10-05,4.3,30, , , 
17759,tt3486542,Mediterranea,Mediterranea,2015,107.0,Drama,6.5,1234.0,[18],336660,it,Mediterranea,2.097,2015-11-20,6.8,27, , , 
17761,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy",5.5,4820.0,"[10751, 16, 12, 35]",335777,en,The Nut Job 2: Nutty by Nature,8.975,2017-08-11,5.7,227,"$40,000,000","$28,370,522","$57,438,389"
17762,tt3487610,Malevolence 3: Killer,Malevolence 3: Killer,2018,89.0,Horror,6.2,1632.0,[27],537943,en,Malevolence 3: Killer,6.325,2018-10-11,6.6,6, , , 
17763,tt3487994,Bloodsucking Bastards,Bloodsucking Bastards,2015,86.0,"Action,Comedy,Horror",5.7,4763.0,"[35, 27]",317981,en,Bloodsucking Bastards,6.376,2015-09-04,5.5,89, , , 
17764,tt3488056,10.0 Earthquake,10.0 Earthquake,2014,88.0,"Action,Adventure,Drama",3.5,1374.0,"[18, 12, 28]",302666,en,10.0 Earthquake,4.277,2014-10-15,4.1,41, , , 
17765,tt3488184,7 Chinese Brothers,7 Chinese Brothers,2015,76.0,Comedy,5.6,1325.0,[35],324245,en,7 Chinese Brothers,1.795,2015-08-14,5.2,24, , , 
17766,tt3488408,Incoming,Incoming,2013,91.0,Documentary,6.0,473.0,"[28, 878, 53]",522964,en,Incoming,14.411,2018-05-04,3.7,29, , , 
17768,tt3488462,Head Full of Honey,Honig im Kopf,2014,139.0,"Comedy,Drama,Family",6.6,5470.0,[18],448677,en,Head Full of Honey,3.3280000000000003,2018-11-30,6.2,6, , , 
17770,tt3488668,The Great Museum,Das große Museum,2014,94.0,Documentary,6.6,343.0,[99],271707,en,Das große Museum,1.6280000000000001,2014-04-26,6.6,6, , , 
17771,tt3491962,Outlaws and Angels,Outlaws and Angels,2016,120.0,"Action,Adventure,Drama",5.4,2834.0,"[37, 18, 53]",376501,en,Outlaws and Angels,7.803,2016-01-25,5.6,46, , , 
17772,tt3492076,Cinematic Titanic: The Alien Factor,Cinematic Titanic: The Alien Factor,2010,81.0,Comedy,7.5,123.0,[35],102049,en,Cinematic Titanic: The Alien Factor,0.6,2010-02-23,10.0,1, , , 
17773,tt3492900,The Case of the Three Sided Dream,The Case of the Three Sided Dream,2014,88.0,"Biography,Documentary,Music",7.5,53.0,[99],253319,en,The Case of the Three Sided Dream,0.6579999999999999,2014-03-11,7.0,2, , , 
17774,tt3495774,In Search of Israeli Cuisine,In Search of Israeli Cuisine,2016,96.0,Documentary,6.1,111.0,[99],378199,en,In Search of Israeli Cuisine,0.9129999999999999,2016-01-28,6.0,2, , , 
17775,tt3496790,Lez Bomb,Lez Bomb,2018,90.0,"Comedy,Drama",4.9,627.0,[35],526034,en,Lez Bomb,3.715,2018-11-09,7.3,13, , , 
17776,tt3496818,The Center,The Center,2015,72.0,Drama,6.5,59.0,[18],326129,en,The Center,0.6,2015-02-27,6.0,1, , , 
17777,tt3497328,A Tiger's Tail,A Tiger's Tail,2014,82.0,Family,5.1,142.0,[10751],270600,ru,A Tiger's Tail,1.4,2014-05-13,4.2,6, , , 
17778,tt3498678,The Student Body,The Student Body,2016,85.0,"Documentary,Drama",5.3,104.0,"[99, 18]",362689,en,The Student Body,0.6,2016-08-01,4.3,4, , , 
17779,tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,"[12, 28, 878]",271110,en,Captain America: Civil War,39.137,2016-05-06,7.4,14000,"$250,000,000","$408,084,349","$1,140,069,413"
17780,tt3498918,The Summer House,Das Sommerhaus,2014,95.0,Drama,6.1,267.0,[18],355753,de,Das Sommerhaus,1.038,2015-08-25,7.7,5, , , 
17782,tt3499084,Lady Valor: The Kristin Beck Story,Lady Valor: The Kristin Beck Story,2014,90.0,Documentary,7.5,136.0,[99],253293,en,Lady Valor: The Kristin Beck Story,0.6,2014-03-07,6.0,3, , , 
17783,tt3499176,Your Move,Your Move,2017,96.0,"Crime,Drama,Thriller",3.8,322.0,"[28, 53]",490017,en,Your Move,5.242999999999999,2018-06-05,5.1,12, , , 
17784,tt3499358,A Demon Within,A Demon Within,2017,91.0,"Drama,Horror,Romance",3.4,516.0,[27],440397,en,A Demon Within,2.093,2018-01-12,4.3,10, , , 
17785,tt3499424,Hercules Reborn,Hercules Reborn,2014,95.0,"Action,Adventure",3.9,4149.0,"[12, 28]",277594,en,Hercules Reborn,1.715,2014-07-08,4.3,49, , , 
17786,tt3499458,The Walking Deceased,Walking with the Dead,2015,88.0,"Comedy,Horror",3.5,2914.0,"[878, 35]",312793,en,Walking with the Dead,3.215,2015-03-20,5.0,59,"$2,000,000",$0,$0
17787,tt3499632,Not Another Zombie Movie....About the Living Dead,Not Another Zombie Movie....About the Living Dead,2014,79.0,"Action,Comedy,Horror",5.4,64.0,[],359888,en,Not Another Zombie Movie....About the Living Dead,0.6,2014-10-31,4.5,2, , , 
17788,tt3500496,Without Charity,Without Charity,2013,73.0,"Biography,Crime,Documentary",6.6,129.0,"[80, 99]",429525,en,Without Charity,0.6,2013-08-01,6.0,2, , , 
17789,tt3500528,The Teacher's Diary,Khid thueng withaya,2014,110.0,"Drama,Romance",7.9,1632.0,"[18, 10749]",280913,th,คิดถึงวิทยา,2.536,2015-05-26,7.6,14, , , 
17790,tt3500724,Kids vs Monsters,Kids vs Monsters,2015,101.0,"Comedy,Fantasy,Horror",4.0,99.0,[14],361974,en,Kids vs Monsters,0.636,2015-01-01,5.1,6, , , 
17791,tt3501112,Security,Security,2017,88.0,"Action,Crime,Thriller",5.7,13376.0,"[28, 53, 80]",460846,en,Security,10.565,2017-08-04,6.0,352, , , 
17792,tt3501590,Ithaca,Ithaca,2015,96.0,"Drama,War",5.5,2158.0,[18],305642,en,Ithaca,5.811,2015-10-29,5.6,50, , , 
17794,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995.0,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,2017-11-03,7.5,11380,"$180,000,000","$315,058,289","$846,980,024"
17796,tt3501994,Hawaa Hawaai,Hawaa Hawaai,2014,120.0,"Drama,Family,Sport",7.4,1542.0,"[18, 10751]",268860,hi,Hawaa Hawaai,1.4,2014-05-09,7.6,9, , , 
17797,tt3502826,A Journey,Un voyage,2014,87.0,Drama,4.0,15.0,"[12, 99]",489835,es,Un Viaje,0.643,2017-05-29,10.0,1, , , 
17800,tt3503406,The Whole Truth,The Whole Truth,2016,93.0,"Crime,Drama,Mystery",6.2,19610.0,"[18, 53]",331583,en,The Whole Truth,9.628,2016-10-21,6.4,495, , , 
17802,tt3503454,Christmas All Over Again,Christmas All Over Again,2016,78.0,"Comedy,Family",5.1,98.0,"[10751, 35]",427279,en,Christmas All Over Again,0.948,2016-12-13,5.0,3, , , 
17803,tt3504048,Housebound,Housebound,2014,107.0,"Comedy,Horror,Mystery",6.8,29757.0,"[27, 35, 53]",253306,en,Housebound,8.455,2014-10-17,6.6,505,"$1,500,000",$0,"$236,863"
17804,tt3504226,Weekend of a Champion,Weekend of a Champion,2013,93.0,Documentary,7.6,407.0,[99],527699,en,Weekend of a Champion,0.6,2014-05-20,6.3,4, , , 
17805,tt3505458,MMXII,MMXII,2017,109.0,"Adventure,Drama,Romance",7.9,15.0,"[12, 18]",397117,en,MMXII,0.6,2016-11-11,0.0,3, , , 
17806,tt3505682,Bolshoi Babylon,Bolshoi Babylon,2015,86.0,Documentary,6.2,379.0,[99],341045,en,Bolshoi Babylon,0.603,2015-01-01,4.1,15, , , 
17807,tt3505712,Time Out of Mind,Time Out of Mind,2014,120.0,Drama,5.7,3556.0,[18],284294,en,Time Out of Mind,3.81,2015-09-09,5.6,75, , , 
17808,tt3505754,Bachelors,Bachelors,2015,86.0,Comedy,4.0,341.0,[35],352582,en,Bachelors,1.646,2015-11-14,4.2,7, , , 
17809,tt3505950,Beijing Love Story,Bei Jing ai qing gu shi,2014,121.0,"Drama,Romance",5.8,321.0,"[18, 10749]",255302,en,北京爱情故事,1.4,2014-02-14,6.6,4, , , 
17810,tt3507138,A Girl Like Grace,A Girl Like Grace,2015,93.0,Drama,6.1,383.0,[18],361588,en,A Girl Like Grace,0.84,2015-06-12,4.3,4, , , 
17811,tt3508840,The Assassin,Ci ke Nie Yin Niang,2015,105.0,"Action,Drama,History",6.3,14092.0,"[28, 18, 36]",253450,zh,刺客聶隱娘,8.517000000000001,2015-10-09,6.4,234, , , 
17812,tt3509408,2 to Tangle,2 to Tangle,2013,108.0,Drama,5.9,50.0,[],316389,en,2 to Tangle,0.6,2013-04-02,4.5,2, , , 
17813,tt3509426,Wasp,Wasp,2015,72.0,"Drama,Romance",5.3,1216.0,"[18, 10749]",352969,en,Wasp,1.8359999999999999,2015-08-04,5.4,10, , , 
17814,tt3509978,Furthest Witness,Furthest Witness,2017,87.0,"Crime,Drama,Thriller",4.1,302.0,"[80, 18, 53]",548998,en,Furthest Witness,3.5860000000000003,2018-09-18,3.0,2, , , 
17815,tt3510654,Breadcrumb Trail,Breadcrumb Trail,2014,90.0,"Documentary,Music",7.7,470.0,[99],255885,en,Breadcrumb Trail,0.951,2014-04-15,8.0,3, , , 
17816,tt3510718,Leading Lady,Leading Lady,2014,100.0,"Comedy,Drama,Romance",5.8,650.0,"[18, 35, 10749]",275094,en,Leading Lady,1.8330000000000002,2014-06-07,6.1,18, , , 
17817,tt3511124,The Last Shaman,The Last Shaman,2016,77.0,"Adventure,Documentary,Drama",6.8,745.0,[99],451474,en,The Last Shaman,0.856,2017-09-01,7.8,8, , , 
17818,tt3511542,That Demon Within,Moh ging,2014,111.0,"Action,Crime",6.0,1154.0,"[53, 80]",253622,cn,魔警,3.6289999999999996,2014-04-17,5.7,24, , , 
17819,tt3511596,Close Range,Close Range,2015,80.0,"Action,Crime",5.0,3974.0,"[28, 80]",325173,en,Close Range,6.604,2015-12-11,5.2,87,"$3,000,000",$0,$0
17820,tt3511812,Stop at Nothing: The Lance Armstrong Story,Stop at Nothing: The Lance Armstrong Story,2014,104.0,"Biography,Documentary,Sport",7.5,2441.0,[99],273997,en,Stop at Nothing: The Lance Armstrong Story,1.651,2014-10-31,7.3,38, , , 
17821,tt3511946,Population Zero,Population Zero,2015,90.0,Horror,6.0,473.0,"[80, 9648, 53]",408219,en,Population Zero,1.153,2016-04-26,5.5,19, , , 
17823,tt3512066,The Possibilities Are Endless,The Possibilities Are Endless,2014,83.0,"Biography,Documentary,Music",6.5,313.0,[99],253309,en,The Possibilities Are Endless,0.601,2014-03-04,5.7,7, , , 
17824,tt3512722,Reset,Reset,2013,87.0,"Drama,Romance",6.0,473.0,[99],390518,fr,Relève,1.311,2016-04-20,7.7,14, , , 
17840,tt3512956,Spermicide,Spermicide,2014,92.0,"Comedy,Crime,Thriller",4.6,25.0,"[53, 35, 80]",409542,en,Spermicide,0.6,2014-01-01,5.0,2, , , 
17841,tt3513054,Last Days in the Desert,Last Days in the Desert,2015,98.0,"Adventure,Drama",5.6,3239.0,"[12, 18, 36]",310119,en,Last Days in the Desert,5.835,2016-05-13,5.1,65, , , 
17843,tt3513180,Semper Fight,Semper Fight,2014,77.0,Drama,4.1,28.0,[],294835,en,Semper Fight,0.6,2014-07-04,4.0,1, , , 
17844,tt3513330,Lie Detector,Lie Detector,2012,132.0,"Crime,Drama,Thriller",6.0,473.0,[35],375384,en,Lie Detector,1.28,2011-07-22,8.0,11, , , 
17845,tt3514810,Follow Me,Follow Me,2010,45.0, ,9.0,7.0,[99],46506,en,Follow Me,0.684,2010-01-26,6.0,3, , , 
17851,tt3514844,Check Your Body at the Door,Check Your Body at the Door,2012,61.0, ,7.8,6.0,[],326647,en,Check Your Body at the Door,0.6,2012-01-01,5.0,1, , , 
